league,season,game,team,minute,score,player1,player2,event_type
ENG-Premier League,1819,2019-05-04 Wolves-Fulham,Wolverhampton Wanderers,90+4’,1:0,Rúben Vinagre,Jonny Castro,substitute_in
ENG-Premier League,1819,2018-09-22 Crystal Palace-Newcastle United,Newcastle United,36’,0:0,DeAndre Yedlin,,yellow_card
ENG-Premier League,1819,2018-09-22 Crystal Palace-Newcastle United,Newcastle United,46’,0:0,Joselu,Salomón Rondón,substitute_in
ENG-Premier League,1819,2018-09-22 Crystal Palace-Newcastle United,Crystal Palace,51’,0:0,James Tomkins,,yellow_card
ENG-Premier League,1819,2018-09-22 Crystal Palace-Newcastle United,Crystal Palace,63’,0:0,Max Meyer,Cheikhou Kouyaté,substitute_in
ENG-Premier League,1819,2018-09-22 Crystal Palace-Newcastle United,Crystal Palace,71’,0:0,Alexander Sørloth,Jordan Ayew,substitute_in
ENG-Premier League,1819,2018-09-22 Crystal Palace-Newcastle United,Newcastle United,73’,0:0,Christian Atsu,Matt Ritchie,substitute_in
ENG-Premier League,1819,2018-09-22 Crystal Palace-Newcastle United,Newcastle United,81’,0:0,Yoshinori Mutō,Ayoze Pérez,substitute_in
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Southampton,26’,0:1,Yan Valery,Charlie Austin,goal
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Southampton,39’,0:1,Ryan Bertrand,,yellow_card
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Manchester United,52’,0:1,Diogo Dalot,Alexis Sánchez,substitute_in
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Manchester United,53’,1:1,Andreas Pereira,Diogo Dalot,goal
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Manchester United,59’,2:1,Romelu Lukaku,Andreas Pereira,goal
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Southampton,63’,2:1,Stuart Armstrong,Charlie Austin,substitute_in
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Southampton,75’,2:2,James Ward-Prowse,,goal
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Manchester United,82’,2:2,Fred,Andreas Pereira,substitute_in
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Manchester United,88’,3:2,Romelu Lukaku,,goal
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Manchester United,89’,3:2,Romelu Lukaku,,yellow_card
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Manchester United,90+4’,3:2,Paul Pogba,Angus Gunn,penalty_miss
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Manchester United,90+5’,3:2,Tahith Chong,Marcus Rashford,substitute_in
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Manchester United,90+6’,3:2,Paul Pogba,,yellow_card
ENG-Premier League,1819,2019-03-02 Manchester Utd-Southampton,Southampton,90’,3:2,Sam Gallagher,Maya Yoshida,substitute_in
ENG-Premier League,1819,2019-05-04 Newcastle United-Liverpool,Liverpool,13’,0:1,Virgil van Dijk,Trent Alexander-Arnold,goal
ENG-Premier League,1819,2019-05-04 Newcastle United-Liverpool,Newcastle United,20’,1:1,Christian Atsu,,goal
ENG-Premier League,1819,2019-05-04 Newcastle United-Liverpool,Liverpool,28’,1:2,Mohamed Salah,Trent Alexander-Arnold,goal
ENG-Premier League,1819,2019-05-04 Newcastle United-Liverpool,Newcastle United,45+2’,1:2,Fabian Schär,,yellow_card
ENG-Premier League,1819,2019-05-04 Newcastle United-Liverpool,Newcastle United,54’,2:2,Salomón Rondón,Javier Manquillo,goal
ENG-Premier League,1819,2019-05-04 Newcastle United-Liverpool,Liverpool,66’,2:2,Xherdan Shaqiri,Georginio Wijnaldum,substitute_in
ENG-Premier League,1819,2019-05-04 Newcastle United-Liverpool,Liverpool,73’,2:2,Divock Origi,Mohamed Salah,substitute_in
ENG-Premier League,1819,2019-05-04 Newcastle United-Liverpool,Liverpool,83’,2:2,James Milner,Dejan Lovren,substitute_in
ENG-Premier League,1819,2019-05-04 Newcastle United-Liverpool,Liverpool,86’,2:3,Divock Origi,Xherdan Shaqiri,goal
ENG-Premier League,1819,2019-05-04 Newcastle United-Liverpool,Newcastle United,90+1’,2:3,Yoshinori Mutō,Fabian Schär,substitute_in
ENG-Premier League,1819,2019-05-04 Newcastle United-Liverpool,Liverpool,90+2’,2:3,James Milner,,yellow_card
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Arsenal,14’,1:0,Sokratis Papastathopoulos,,yellow_card
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Brighton & Hove Albion,45+2’,1:0,Pascal Groß,,yellow_card
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Brighton & Hove Albion,46’,1:0,Anthony Knockaert,Alireza Jahanbakhsh,substitute_in
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Arsenal,60’,1:0,Granit Xhaka,,yellow_card
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Brighton & Hove Albion,61’,1:1,Glenn Murray,,penalty_goal
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Brighton & Hove Albion,63’,1:1,Lewis Dunk,,yellow_card
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Arsenal,64’,1:1,Stephan Lichtsteiner,,yellow_card
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Arsenal,77’,1:1,Sead Kolašinac,Stephan Lichtsteiner,substitute_in
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Arsenal,77’,1:1,Mattéo Guendouzi,Henrikh Mkhitaryan,substitute_in
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Arsenal,77’,1:1,Alex Iwobi,Granit Xhaka,substitute_in
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Brighton & Hove Albion,78’,1:1,Florin Andone,Glenn Murray,substitute_in
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Arsenal,83’,1:1,Mattéo Guendouzi,,yellow_card
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Arsenal,84’,1:1,Shkodran Mustafi,,yellow_card
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Brighton & Hove Albion,90+2’,1:1,Beram Kayal,Pascal Groß,substitute_in
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,Arsenal,9’,1:0,Pierre-Emerick Aubameyang,,penalty_goal
ENG-Premier League,1819,2018-09-29 Newcastle United-Leicester City,Leicester City,30’,0:1,Jamie Vardy,,penalty_goal
ENG-Premier League,1819,2018-09-29 Newcastle United-Leicester City,Newcastle United,65’,0:1,Jacob Murphy,Matt Ritchie,substitute_in
ENG-Premier League,1819,2018-09-29 Newcastle United-Leicester City,Newcastle United,69’,0:1,Yoshinori Mutō,Ayoze Pérez,substitute_in
ENG-Premier League,1819,2018-09-29 Newcastle United-Leicester City,Leicester City,73’,0:2,Harry Maguire,James Maddison,goal
ENG-Premier League,1819,2018-09-29 Newcastle United-Leicester City,Leicester City,74’,0:2,Marc Albrighton,Jamie Vardy,substitute_in
ENG-Premier League,1819,2018-09-29 Newcastle United-Leicester City,Newcastle United,80’,0:2,Javier Manquillo,DeAndre Yedlin,substitute_in
ENG-Premier League,1819,2018-09-29 Newcastle United-Leicester City,Leicester City,85’,0:2,Vicente Iborra,James Maddison,substitute_in
ENG-Premier League,1819,2018-10-20 Bournemouth-Southampton,Southampton,34’,0:0,Ryan Bertrand,,yellow_card
ENG-Premier League,1819,2018-10-20 Bournemouth-Southampton,Southampton,41’,0:0,Mario Lemina,,yellow_card
ENG-Premier League,1819,2018-10-20 Bournemouth-Southampton,Bournemouth,59’,0:0,Junior Stanislas,David Brooks,substitute_in
ENG-Premier League,1819,2018-10-20 Bournemouth-Southampton,Southampton,66’,0:0,Stuart Armstrong,Mario Lemina,substitute_in
ENG-Premier League,1819,2018-10-20 Bournemouth-Southampton,Bournemouth,77’,0:0,Jordon Ibe,Ryan Fraser,substitute_in
ENG-Premier League,1819,2018-10-20 Bournemouth-Southampton,Southampton,78’,0:0,Shane Long,Charlie Austin,substitute_in
ENG-Premier League,1819,2018-10-20 Bournemouth-Southampton,Southampton,79’,0:0,Manolo Gabbiadini,Danny Ings,substitute_in
ENG-Premier League,1819,2018-10-20 Bournemouth-Southampton,Bournemouth,85’,0:0,Dan Gosling,Joshua King,substitute_in
ENG-Premier League,1819,2018-10-20 Bournemouth-Southampton,Bournemouth,86’,0:0,Callum Wilson,,yellow_card
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Fulham,17’,1:0,Fernando Llorente,,own_goal
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Tottenham Hotspur,51’,1:1,Dele Alli,Christian Eriksen,goal
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Fulham,55’,1:1,Ryan Sessegnon,Ryan Babel,substitute_in
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Fulham,72’,1:1,Neeskens Kebano,André Schürrle,substitute_in
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Fulham,74’,1:1,Aleksandar Mitrović,,yellow_card
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Tottenham Hotspur,74’,1:1,Davinson Sánchez,,yellow_card
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Fulham,75’,1:1,Jean Seri,,yellow_card
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Tottenham Hotspur,79’,1:1,Danny Rose,,yellow_card
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Tottenham Hotspur,79’,1:1,Eric Dier,Érik Lamela,substitute_in
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Fulham,81’,1:1,Ibrahima Cissé,Jean Seri,substitute_in
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Tottenham Hotspur,86’,1:1,Georges-Kévin N'Koudou,Dele Alli,substitute_in
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Tottenham Hotspur,90+3’,1:2,Harry Winks,Georges-Kévin N'Koudou,goal
ENG-Premier League,1819,2019-01-20 Fulham-Tottenham Hotspur,Tottenham Hotspur,90+4’,1:2,Toby Alderweireld,,yellow_card
ENG-Premier League,1819,2018-11-26 Burnley-Newcastle United,Newcastle United,23’,0:2,Ciaran Clark,Matt Ritchie,goal
ENG-Premier League,1819,2018-11-26 Burnley-Newcastle United,Burnley,40’,1:2,Sam Vokes,Ben Mee,goal
ENG-Premier League,1819,2018-11-26 Burnley-Newcastle United,Newcastle United,4’,0:1,Ben Mee,,own_goal
ENG-Premier League,1819,2018-11-26 Burnley-Newcastle United,Newcastle United,71’,1:2,Joselu,Salomón Rondón,substitute_in
ENG-Premier League,1819,2018-11-26 Burnley-Newcastle United,Burnley,82’,1:2,Jeff Hendrick,Steven Defour,substitute_in
ENG-Premier League,1819,2018-11-26 Burnley-Newcastle United,Burnley,83’,1:2,Ashley Barnes,Robbie Brady,substitute_in
ENG-Premier League,1819,2018-11-26 Burnley-Newcastle United,Newcastle United,90+4’,1:2,Matt Ritchie,,yellow_card
ENG-Premier League,1819,2018-11-26 Burnley-Newcastle United,Newcastle United,90’,1:2,Isaac Hayden,Kenedy,substitute_in
ENG-Premier League,1819,2019-05-04 West Ham United-Southampton,West Ham United,16’,1:0,Marko Arnautović,Mark Noble,goal
ENG-Premier League,1819,2019-05-04 West Ham United-Southampton,Southampton,46’,1:0,Nathan Redmond,Danny Ings,substitute_in
ENG-Premier League,1819,2019-05-04 West Ham United-Southampton,West Ham United,63’,1:0,Manuel Lanzini,,yellow_card
ENG-Premier League,1819,2019-05-04 West Ham United-Southampton,Southampton,67’,1:0,James Ward-Prowse,Stuart Armstrong,substitute_in
ENG-Premier League,1819,2019-05-04 West Ham United-Southampton,West Ham United,68’,1:0,Jack Wilshere,Grady Diangana,substitute_in
ENG-Premier League,1819,2019-05-04 West Ham United-Southampton,West Ham United,69’,2:0,Marko Arnautović,,goal
ENG-Premier League,1819,2019-05-04 West Ham United-Southampton,West Ham United,72’,3:0,Ryan Fredericks,,goal
ENG-Premier League,1819,2019-05-04 West Ham United-Southampton,Southampton,75’,3:0,Oriol Romeu,Mario Lemina,substitute_in
ENG-Premier League,1819,2019-05-04 West Ham United-Southampton,West Ham United,78’,3:0,Carlos Sánchez,Mark Noble,substitute_in
ENG-Premier League,1819,2019-05-04 West Ham United-Southampton,Southampton,80’,3:0,Oriol Romeu,,yellow_card
ENG-Premier League,1819,2019-05-04 West Ham United-Southampton,West Ham United,83’,3:0,Lucas Pérez,Manuel Lanzini,substitute_in
ENG-Premier League,1819,2018-11-24 Manchester Utd-Crystal Palace,Crystal Palace,27’,0:0,Mamadou Sakho,,yellow_card
ENG-Premier League,1819,2018-11-24 Manchester Utd-Crystal Palace,Manchester United,60’,0:0,Marouane Fellaini,Jesse Lingard,substitute_in
ENG-Premier League,1819,2018-11-24 Manchester Utd-Crystal Palace,Manchester United,60’,0:0,Marcus Rashford,Juan Mata,substitute_in
ENG-Premier League,1819,2018-11-24 Manchester Utd-Crystal Palace,Manchester United,68’,0:0,Alexis Sánchez,Paul Pogba,substitute_in
ENG-Premier League,1819,2018-11-24 Manchester Utd-Crystal Palace,Manchester United,71’,0:0,Ashley Young,,yellow_card
ENG-Premier League,1819,2018-11-24 Manchester Utd-Crystal Palace,Crystal Palace,88’,0:0,Jeffrey Schlupp,Andros Townsend,substitute_in
ENG-Premier League,1819,2018-11-24 Manchester Utd-Crystal Palace,Crystal Palace,90+1’,0:0,Jordan Ayew,Wilfried Zaha,substitute_in
ENG-Premier League,1819,2018-11-24 Manchester Utd-Crystal Palace,Crystal Palace,9’,0:0,Luka Milivojević,,yellow_card
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Arsenal,26’,0:1,Shkodran Mustafi,Lucas Torreira,goal
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Manchester United,30’,1:1,Anthony Martial,Ander Herrera,goal
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Arsenal,36’,1:1,Stephan Lichtsteiner,Rob Holding,substitute_in
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Arsenal,37’,1:1,Shkodran Mustafi,,yellow_card
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Manchester United,38’,1:1,Marcos Rojo,,yellow_card
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Manchester United,40’,1:1,Jesse Lingard,,yellow_card
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Arsenal,41’,1:1,Héctor Bellerín,,yellow_card
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Manchester United,42’,1:1,Nemanja Matić,,yellow_card
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Arsenal,46’,1:1,Henrikh Mkhitaryan,Aaron Ramsey,substitute_in
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Manchester United,63’,1:1,Romelu Lukaku,Anthony Martial,substitute_in
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Arsenal,65’,1:1,Alexandre Lacazette,Alex Iwobi,substitute_in
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Arsenal,68’,1:2,Marcos Rojo,,own_goal
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Manchester United,69’,2:2,Jesse Lingard,,goal
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Manchester United,72’,2:2,Marouane Fellaini,Marcos Rojo,substitute_in
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Manchester United,75’,2:2,Paul Pogba,Jesse Lingard,substitute_in
ENG-Premier League,1819,2018-12-05 Manchester Utd-Arsenal,Arsenal,86’,2:2,Lucas Torreira,,yellow_card
ENG-Premier League,1819,2019-05-12 Brighton-Manchester City,Brighton & Hove Albion,27’,1:0,Glenn Murray,Pascal Groß,goal
ENG-Premier League,1819,2019-05-12 Brighton-Manchester City,Manchester City,28’,1:1,Sergio Agüero,David Silva,goal
ENG-Premier League,1819,2019-05-12 Brighton-Manchester City,Manchester City,38’,1:2,Aymeric Laporte,Riyad Mahrez,goal
ENG-Premier League,1819,2019-05-12 Brighton-Manchester City,Manchester City,63’,1:3,Riyad Mahrez,David Silva,goal
ENG-Premier League,1819,2019-05-12 Brighton-Manchester City,Brighton & Hove Albion,67’,1:3,Jürgen Locadia,Alireza Jahanbakhsh,substitute_in
ENG-Premier League,1819,2019-05-12 Brighton-Manchester City,Brighton & Hove Albion,68’,1:3,Florin Andone,Glenn Murray,substitute_in
ENG-Premier League,1819,2019-05-12 Brighton-Manchester City,Manchester City,72’,1:4,İlkay Gündoğan,,goal
ENG-Premier League,1819,2019-05-12 Brighton-Manchester City,Manchester City,78’,1:4,Kevin De Bruyne,David Silva,substitute_in
ENG-Premier League,1819,2019-05-12 Brighton-Manchester City,Brighton & Hove Albion,84’,1:4,Martín Montoya,Bruno,substitute_in
ENG-Premier League,1819,2019-05-12 Brighton-Manchester City,Manchester City,86’,1:4,Nicolás Otamendi,Vincent Kompany,substitute_in
ENG-Premier League,1819,2019-05-12 Brighton-Manchester City,Manchester City,88’,1:4,Danilo,Kyle Walker,substitute_in
ENG-Premier League,1819,2018-11-03 Cardiff City-Leicester City,Leicester City,27’,0:0,Jonny Evans,Harry Maguire,substitute_in
ENG-Premier League,1819,2018-11-03 Cardiff City-Leicester City,Leicester City,33’,0:0,Ricardo Pereira,,yellow_card
ENG-Premier League,1819,2018-11-03 Cardiff City-Leicester City,Cardiff City,45+1’,0:0,Harry Arter,,yellow_card
ENG-Premier League,1819,2018-11-03 Cardiff City-Leicester City,Leicester City,55’,0:1,Demarai Gray,Ben Chilwell,goal
ENG-Premier League,1819,2018-11-03 Cardiff City-Leicester City,Leicester City,55’,0:1,Demarai Gray,,yellow_card
ENG-Premier League,1819,2018-11-03 Cardiff City-Leicester City,Cardiff City,65’,0:1,Junior Hoilett,Bobby De Cordova-Reid,substitute_in
ENG-Premier League,1819,2018-11-03 Cardiff City-Leicester City,Leicester City,70’,0:1,Danny Simpson,Demarai Gray,substitute_in
ENG-Premier League,1819,2018-11-03 Cardiff City-Leicester City,Cardiff City,79’,0:1,Danny Ward,Harry Arter,substitute_in
ENG-Premier League,1819,2018-11-03 Cardiff City-Leicester City,Cardiff City,81’,0:1,Junior Hoilett,,yellow_card
ENG-Premier League,1819,2018-11-03 Cardiff City-Leicester City,Leicester City,82’,0:1,Vicente Iborra,James Maddison,substitute_in
ENG-Premier League,1819,2018-11-03 Cardiff City-Leicester City,Cardiff City,85’,0:1,Gary Madine,Josh Murphy,substitute_in
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,13’,0:2,Lucas Digne,,goal
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,22’,0:3,Gylfi Sigurðsson,,penalty_goal
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,25’,0:3,Gylfi Sigurðsson,,yellow_card
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,2’,0:1,Yerry Mina,Bernard,goal
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,30’,0:3,André Gomes,,yellow_card
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Burnley,30’,0:3,Matthew Lowton,,yellow_card
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Burnley,36’,1:3,Ben Gibson,,goal
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Burnley,45’,1:3,Ben Gibson,,yellow_card
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Burnley,63’,1:3,Dwight McNeil,Ben Gibson,substitute_in
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Burnley,63’,1:3,Jóhann Berg Guðmundsson,Jeff Hendrick,substitute_in
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,67’,1:3,Richarlison,Dominic Calvert-Lewin,substitute_in
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,71’,1:4,Lucas Digne,Bernard,goal
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Burnley,73’,1:4,Chris Wood,Sam Vokes,substitute_in
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,75’,1:4,Idrissa Gana Gueye,André Gomes,substitute_in
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,80’,1:4,Tom Davies,Bernard,substitute_in
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,90+1’,1:4,Idrissa Gana Gueye,,yellow_card
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,90+3’,1:5,Richarlison,Gylfi Sigurðsson,goal
ENG-Premier League,1819,2018-12-26 Burnley-Everton,Everton,90+4’,1:5,Richarlison,,yellow_card
ENG-Premier League,1819,2018-12-26 Watford-Chelsea,Watford,16’,0:0,Adrian Mariappa,Christian Kabasele,substitute_in
ENG-Premier League,1819,2018-12-26 Watford-Chelsea,Chelsea,43’,0:0,Callum Hudson-Odoi,Pedro,substitute_in
ENG-Premier League,1819,2018-12-26 Watford-Chelsea,Chelsea,45+1’,0:1,Eden Hazard,Mateo Kovačić,goal
ENG-Premier League,1819,2018-12-26 Watford-Chelsea,Watford,45+3’,1:1,Roberto Pereyra,José Holebas,goal
ENG-Premier League,1819,2018-12-26 Watford-Chelsea,Watford,58’,1:2,Ben Foster,,yellow_card
ENG-Premier League,1819,2018-12-26 Watford-Chelsea,Chelsea,58’,1:2,Eden Hazard,,penalty_goal
ENG-Premier League,1819,2018-12-26 Watford-Chelsea,Watford,67’,1:2,Domingos Quina,Ken Sema,substitute_in
ENG-Premier League,1819,2018-12-26 Watford-Chelsea,Chelsea,80’,1:2,Ross Barkley,Mateo Kovačić,substitute_in
ENG-Premier League,1819,2018-12-26 Watford-Chelsea,Watford,82’,1:2,Isaac Success,Gerard Deulofeu,substitute_in
