league,season,game,team,player,nation,age,min,Shot Stopping_SoTA,Shot Stopping_GA,Shot Stopping_Saves,Shot Stopping_Save%,game_id
ENG-Premier League,1718,2017-12-23 West Ham United-Newcastle United,Newcastle United,Rob Elliot,IRL,31-237,90,4,2,3,50.0,f30add1b
ENG-Premier League,1718,2017-12-23 West Ham United-Newcastle United,West Ham United,Adrián,ESP,30-354,90,4,3,1,25.0,f30add1b
ENG-Premier League,1718,2017-12-26 Bournemouth-West Ham United,Bournemouth,Asmir Begović,BIH,30-189,90,5,3,2,40.0,0abc466b
ENG-Premier League,1718,2017-12-26 Bournemouth-West Ham United,West Ham United,Adrián,ESP,30-357,90,10,3,7,70.0,0abc466b
ENG-Premier League,1718,2017-12-26 Chelsea-Brighton,Brighton & Hove Albion,Mathew Ryan,AUS,25-262,90,7,2,5,71.4,d187fd93
ENG-Premier League,1718,2017-12-26 Chelsea-Brighton,Chelsea,Thibaut Courtois,BEL,25-229,90,1,0,1,100.0,d187fd93
ENG-Premier League,1718,2017-12-26 Huddersfield Town-Stoke City,Huddersfield Town,Jonas Lössl,DEN,28-328,90,5,1,4,80.0,c892dd25
ENG-Premier League,1718,2017-12-26 Huddersfield Town-Stoke City,Stoke City,Jack Butland,ENG,24-291,90,8,1,7,87.5,c892dd25
ENG-Premier League,1718,2017-12-26 Liverpool-Swansea City,Liverpool,Simon Mignolet,BEL,29-295,90,4,0,4,100.0,0d761f4b
ENG-Premier League,1718,2017-12-26 Liverpool-Swansea City,Swansea City,Łukasz Fabiański,POL,32-252,90,9,5,4,44.4,0d761f4b
ENG-Premier League,1718,2017-12-26 Manchester Utd-Burnley,Burnley,Nick Pope,ENG,25-251,90,5,2,3,60.0,b1b1fcc9
ENG-Premier League,1718,2017-12-26 Manchester Utd-Burnley,Manchester United,David de Gea,ESP,27-049,90,2,2,0,0.0,b1b1fcc9
ENG-Premier League,1718,2017-12-26 Tottenham Hotspur-Southampton,Southampton,Fraser Forster,ENG,29-284,90,6,5,1,16.7,ef6aade1
ENG-Premier League,1718,2017-12-26 Tottenham Hotspur-Southampton,Tottenham Hotspur,Hugo Lloris,FRA,31-000,90,7,2,5,71.4,ef6aade1
ENG-Premier League,1718,2017-12-26 Watford-Leicester City,Leicester City,Kasper Schmeichel,DEN,31-051,90,2,2,0,0.0,690be862
ENG-Premier League,1718,2017-12-26 Watford-Leicester City,Watford,Heurelho Gomes,BRA,36-314,90,5,1,4,80.0,690be862
ENG-Premier League,1718,2017-12-26 West Brom-Everton,Everton,Jordan Pickford,ENG,23-294,90,3,0,3,100.0,92d5a975
ENG-Premier League,1718,2017-12-26 West Brom-Everton,West Bromwich Albion,Ben Foster,ENG,34-267,90,3,0,3,100.0,92d5a975
ENG-Premier League,1718,2017-12-27 Newcastle United-Manchester City,Manchester City,Ederson,BRA,24-132,90,1,0,1,100.0,31a533e7
ENG-Premier League,1718,2017-12-27 Newcastle United-Manchester City,Newcastle United,Rob Elliot,IRL,31-241,90,6,1,5,83.3,31a533e7
ENG-Premier League,1718,2017-12-28 Crystal Palace-Arsenal,Arsenal,Petr Čech,CZE,35-222,90,2,2,0,0.0,f0510a2c
ENG-Premier League,1718,2017-12-28 Crystal Palace-Arsenal,Crystal Palace,Julián Speroni,ARG,38-224,90,9,3,6,66.7,f0510a2c
ENG-Premier League,1718,2017-12-30 Bournemouth-Everton,Bournemouth,Asmir Begović,BIH,30-193,90,1,1,0,0.0,8788e1c3
ENG-Premier League,1718,2017-12-30 Bournemouth-Everton,Everton,Jordan Pickford,ENG,23-298,90,7,2,5,71.4,8788e1c3
ENG-Premier League,1718,2017-12-30 Chelsea-Stoke City,Chelsea,Thibaut Courtois,BEL,25-233,90,1,0,1,100.0,508f7222
ENG-Premier League,1718,2017-12-30 Chelsea-Stoke City,Stoke City,Jack Butland,ENG,24-295,90,11,5,7,63.6,508f7222
ENG-Premier League,1718,2017-12-30 Huddersfield Town-Burnley,Burnley,Nick Pope,ENG,25-255,90,1,0,1,100.0,2a80724c
ENG-Premier League,1718,2017-12-30 Huddersfield Town-Burnley,Huddersfield Town,Jonas Lössl,DEN,28-332,90,4,0,4,100.0,2a80724c
ENG-Premier League,1718,2017-12-30 Liverpool-Leicester City,Leicester City,Kasper Schmeichel,DEN,31-055,90,6,2,4,66.7,a26f1f91
ENG-Premier League,1718,2017-12-30 Liverpool-Leicester City,Liverpool,Loris Karius,GER,24-191,90,1,1,0,0.0,a26f1f91
ENG-Premier League,1718,2017-12-30 Manchester Utd-Southampton,Manchester United,David de Gea,ESP,27-053,90,3,0,3,100.0,a4051431
ENG-Premier League,1718,2017-12-30 Manchester Utd-Southampton,Southampton,Alex McCarthy,ENG,28-027,90,3,0,3,100.0,a4051431
ENG-Premier League,1718,2017-12-30 Newcastle United-Brighton,Brighton & Hove Albion,Mathew Ryan,AUS,25-266,90,2,0,2,100.0,edf48b64
ENG-Premier League,1718,2017-12-30 Newcastle United-Brighton,Newcastle United,Karl Darlow,WAL,27-083,90,3,0,3,100.0,edf48b64
ENG-Premier League,1718,2017-12-30 Watford-Swansea City,Swansea City,Łukasz Fabiański,POL,32-256,90,4,1,3,75.0,ca2f3a1a
ENG-Premier League,1718,2017-12-30 Watford-Swansea City,Watford,Heurelho Gomes,BRA,36-318,90,4,2,2,50.0,ca2f3a1a
ENG-Premier League,1718,2017-12-31 Crystal Palace-Manchester City,Crystal Palace,Wayne Hennessey,WAL,30-341,90,4,0,4,100.0,b4453679
ENG-Premier League,1718,2017-12-31 Crystal Palace-Manchester City,Manchester City,Ederson,BRA,24-136,90,0,0,0,,b4453679
ENG-Premier League,1718,2017-12-31 West Brom-Arsenal,Arsenal,Petr Čech,CZE,35-225,90,2,1,2,100.0,1d0f3208
ENG-Premier League,1718,2017-12-31 West Brom-Arsenal,West Bromwich Albion,Ben Foster,ENG,34-272,90,5,1,4,80.0,1d0f3208
ENG-Premier League,1718,2018-01-01 Brighton-Bournemouth,Bournemouth,Asmir Begović,BIH,30-195,90,6,2,4,66.7,42fceb48
ENG-Premier League,1718,2018-01-01 Brighton-Bournemouth,Brighton & Hove Albion,Mathew Ryan,AUS,25-268,90,8,2,6,75.0,42fceb48
ENG-Premier League,1718,2018-01-01 Burnley-Liverpool,Burnley,Nick Pope,ENG,25-257,90,5,2,3,60.0,5bc68150
ENG-Premier League,1718,2018-01-01 Burnley-Liverpool,Liverpool,Simon Mignolet,BEL,29-301,90,4,1,3,75.0,5bc68150
ENG-Premier League,1718,2018-01-01 Everton-Manchester Utd,Everton,Jordan Pickford,ENG,23-300,90,6,2,4,66.7,19e56788
ENG-Premier League,1718,2018-01-01 Everton-Manchester Utd,Manchester United,David de Gea,ESP,27-055,90,0,0,0,,19e56788
ENG-Premier League,1718,2018-01-01 Leicester City-Huddersfield Town,Huddersfield Town,Jonas Lössl,DEN,28-334,90,5,3,2,40.0,55099119
ENG-Premier League,1718,2018-01-01 Leicester City-Huddersfield Town,Leicester City,Kasper Schmeichel,DEN,31-057,90,1,0,1,100.0,55099119
ENG-Premier League,1718,2018-01-01 Stoke City-Newcastle United,Newcastle United,Karl Darlow,WAL,27-085,90,4,0,4,100.0,dcd9c8a8
ENG-Premier League,1718,2018-01-01 Stoke City-Newcastle United,Stoke City,Jack Butland,ENG,24-297,90,6,1,5,83.3,dcd9c8a8
ENG-Premier League,1718,2018-01-02 Manchester City-Watford,Manchester City,Ederson,BRA,24-138,90,4,1,3,75.0,1def0427
ENG-Premier League,1718,2018-01-02 Manchester City-Watford,Watford,Heurelho Gomes,BRA,36-321,90,8,3,5,62.5,1def0427
ENG-Premier League,1718,2018-01-02 Southampton-Crystal Palace,Crystal Palace,Wayne Hennessey,WAL,30-343,90,3,1,2,66.7,5ab84ac7
ENG-Premier League,1718,2018-01-02 Southampton-Crystal Palace,Southampton,Alex McCarthy,ENG,28-030,90,4,2,2,50.0,5ab84ac7
ENG-Premier League,1718,2018-01-02 Swansea City-Tottenham Hotspur,Swansea City,Łukasz Fabiański,POL,32-259,90,5,2,3,60.0,3a995480
ENG-Premier League,1718,2018-01-02 Swansea City-Tottenham Hotspur,Tottenham Hotspur,Hugo Lloris,FRA,31-007,90,1,0,1,100.0,3a995480
ENG-Premier League,1718,2018-01-02 West Ham United-West Brom,West Bromwich Albion,Ben Foster,ENG,34-274,90,5,2,3,60.0,2d1547f5
ENG-Premier League,1718,2018-01-02 West Ham United-West Brom,West Ham United,Adrián,ESP,30-364,90,3,1,2,66.7,2d1547f5
ENG-Premier League,1718,2018-01-03 Arsenal-Chelsea,Arsenal,Petr Čech,CZE,35-228,90,5,2,4,80.0,cea73804
ENG-Premier League,1718,2018-01-03 Arsenal-Chelsea,Chelsea,Thibaut Courtois,BEL,25-237,90,6,2,4,66.7,cea73804
ENG-Premier League,1718,2018-01-04 Tottenham Hotspur-West Ham United,Tottenham Hotspur,Hugo Lloris,FRA,31-009,90,2,1,1,50.0,017448ed
ENG-Premier League,1718,2018-01-04 Tottenham Hotspur-West Ham United,West Ham United,Adrián,ESP,31-001,90,8,1,7,87.5,017448ed
ENG-Premier League,1718,2018-01-13 Chelsea-Leicester City,Chelsea,Thibaut Courtois,BEL,25-247,90,1,0,1,100.0,57dd6ca8
ENG-Premier League,1718,2018-01-13 Chelsea-Leicester City,Leicester City,Kasper Schmeichel,DEN,31-069,90,7,0,7,100.0,57dd6ca8
ENG-Premier League,1718,2018-01-13 Crystal Palace-Burnley,Burnley,Nick Pope,ENG,25-269,90,2,1,1,50.0,45e647f7
ENG-Premier League,1718,2018-01-13 Crystal Palace-Burnley,Crystal Palace,Wayne Hennessey,WAL,30-354,90,2,0,2,100.0,45e647f7
ENG-Premier League,1718,2018-01-13 Huddersfield Town-West Ham United,Huddersfield Town,Jonas Lössl,DEN,28-346,90,5,4,1,20.0,7e7a4e35
ENG-Premier League,1718,2018-01-13 Huddersfield Town-West Ham United,West Ham United,Adrián,ESP,31-010,90,2,1,1,50.0,7e7a4e35
ENG-Premier League,1718,2018-01-13 Newcastle United-Swansea City,Newcastle United,Karl Darlow,WAL,27-097,90,3,1,2,66.7,2f39646c
ENG-Premier League,1718,2018-01-13 Newcastle United-Swansea City,Swansea City,Łukasz Fabiański,POL,32-270,90,4,1,3,75.0,2f39646c
ENG-Premier League,1718,2018-01-13 Tottenham Hotspur-Everton,Everton,Jordan Pickford,ENG,23-312,90,10,4,6,60.0,22374439
ENG-Premier League,1718,2018-01-13 Tottenham Hotspur-Everton,Tottenham Hotspur,Hugo Lloris,FRA,31-018,90,0,0,0,,22374439
ENG-Premier League,1718,2018-01-13 Watford-Southampton,Southampton,Alex McCarthy,ENG,28-041,90,4,2,2,50.0,eb2cc880
ENG-Premier League,1718,2018-01-13 Watford-Southampton,Watford,Heurelho Gomes,BRA,36-332,90,4,2,2,50.0,eb2cc880
ENG-Premier League,1718,2018-01-13 West Brom-Brighton,Brighton & Hove Albion,Mathew Ryan,AUS,25-280,90,4,2,2,50.0,e1119830
ENG-Premier League,1718,2018-01-13 West Brom-Brighton,West Bromwich Albion,Ben Foster,ENG,34-285,90,1,0,1,100.0,e1119830
ENG-Premier League,1718,2018-01-14 Bournemouth-Arsenal,Arsenal,Petr Čech,CZE,35-239,90,5,2,3,60.0,085a3a26
ENG-Premier League,1718,2018-01-14 Bournemouth-Arsenal,Bournemouth,Asmir Begović,BIH,30-208,90,3,1,2,66.7,085a3a26
ENG-Premier League,1718,2018-01-14 Liverpool-Manchester City,Liverpool,Loris Karius,GER,24-206,90,4,3,1,25.0,481fc676
ENG-Premier League,1718,2018-01-14 Liverpool-Manchester City,Manchester City,Ederson,BRA,24-150,90,7,4,3,42.9,481fc676
ENG-Premier League,1718,2018-01-15 Manchester Utd-Stoke City,Manchester United,David de Gea,ESP,27-069,90,4,0,4,100.0,baf79461
ENG-Premier League,1718,2018-01-15 Manchester Utd-Stoke City,Stoke City,Jack Butland,ENG,24-311,90,9,3,6,66.7,baf79461
ENG-Premier League,1718,2018-01-20 Arsenal-Crystal Palace,Arsenal,Petr Čech,CZE,35-245,90,5,1,4,80.0,65607b87
ENG-Premier League,1718,2018-01-20 Arsenal-Crystal Palace,Crystal Palace,Wayne Hennessey,WAL,30-361,90,10,4,6,60.0,65607b87
ENG-Premier League,1718,2018-01-20 Brighton-Chelsea,Brighton & Hove Albion,Mathew Ryan,AUS,25-287,90,10,4,6,60.0,9c2b1d89
ENG-Premier League,1718,2018-01-20 Brighton-Chelsea,Chelsea,Willy Caballero,ARG,36-114,90,3,0,3,100.0,9c2b1d89
ENG-Premier League,1718,2018-01-20 Burnley-Manchester Utd,Burnley,Nick Pope,ENG,25-276,90,2,1,1,50.0,ff3f2b39
ENG-Premier League,1718,2018-01-20 Burnley-Manchester Utd,Manchester United,David de Gea,ESP,27-074,90,2,0,2,100.0,ff3f2b39
ENG-Premier League,1718,2018-01-20 Everton-West Brom,Everton,Jordan Pickford,ENG,23-319,90,5,1,4,80.0,01d63d4d
ENG-Premier League,1718,2018-01-20 Everton-West Brom,West Bromwich Albion,Ben Foster,ENG,34-292,90,4,1,3,75.0,01d63d4d
ENG-Premier League,1718,2018-01-20 Leicester City-Watford,Leicester City,Kasper Schmeichel,DEN,31-076,90,3,0,3,100.0,40e6f091
ENG-Premier League,1718,2018-01-20 Leicester City-Watford,Watford,Orestis Karnezis,GRE,32-193,90,4,2,3,75.0,40e6f091
ENG-Premier League,1718,2018-01-20 Manchester City-Newcastle United,Manchester City,Ederson,BRA,24-156,90,4,1,3,75.0,d2e55b6f
ENG-Premier League,1718,2018-01-20 Manchester City-Newcastle United,Newcastle United,Karl Darlow,WAL,27-104,90,8,3,6,75.0,d2e55b6f
ENG-Premier League,1718,2018-01-20 Stoke City-Huddersfield Town,Huddersfield Town,Jonas Lössl,DEN,28-353,90,6,2,4,66.7,4acdcd55
ENG-Premier League,1718,2018-01-20 Stoke City-Huddersfield Town,Stoke City,Jack Butland,ENG,24-316,90,3,0,3,100.0,4acdcd55
ENG-Premier League,1718,2018-01-20 West Ham United-Bournemouth,Bournemouth,Asmir Begović,BIH,30-214,90,4,1,3,75.0,bbd82d91
ENG-Premier League,1718,2018-01-20 West Ham United-Bournemouth,West Ham United,Adrián,ESP,31-017,90,3,1,2,66.7,bbd82d91
ENG-Premier League,1718,2018-01-21 Southampton-Tottenham Hotspur,Southampton,Alex McCarthy,ENG,28-049,90,2,1,1,50.0,5b5c13a0
ENG-Premier League,1718,2018-01-21 Southampton-Tottenham Hotspur,Tottenham Hotspur,Michel Vorm,NED,34-093,90,5,1,4,80.0,5b5c13a0
ENG-Premier League,1718,2018-01-22 Swansea City-Liverpool,Liverpool,Loris Karius,GER,24-214,90,2,1,1,50.0,2c81652d
ENG-Premier League,1718,2018-01-22 Swansea City-Liverpool,Swansea City,Łukasz Fabiański,POL,32-279,90,4,0,4,100.0,2c81652d
ENG-Premier League,1718,2018-01-30 Huddersfield Town-Liverpool,Huddersfield Town,Jonas Lössl,DEN,28-363,90,6,3,4,66.7,813d0751
ENG-Premier League,1718,2018-01-30 Huddersfield Town-Liverpool,Liverpool,Loris Karius,GER,24-222,90,1,0,1,100.0,813d0751
ENG-Premier League,1718,2018-01-30 Swansea City-Arsenal,Arsenal,Petr Čech,CZE,35-255,90,4,3,1,25.0,d42b1f12
ENG-Premier League,1718,2018-01-30 Swansea City-Arsenal,Swansea City,Łukasz Fabiański,POL,32-287,90,4,1,3,75.0,d42b1f12
ENG-Premier League,1718,2018-01-30 West Ham United-Crystal Palace,Crystal Palace,Wayne Hennessey,WAL,31-006,90,2,1,2,100.0,9ae03901
ENG-Premier League,1718,2018-01-30 West Ham United-Crystal Palace,West Ham United,Adrián,ESP,31-027,90,3,1,2,66.7,9ae03901
ENG-Premier League,1718,2018-01-31 Chelsea-Bournemouth,Bournemouth,Asmir Begović,BIH,30-225,90,5,0,5,100.0,8bffc3ba
ENG-Premier League,1718,2018-01-31 Chelsea-Bournemouth,Chelsea,Thibaut Courtois,BEL,25-265,90,5,3,2,40.0,8bffc3ba
ENG-Premier League,1718,2018-01-31 Everton-Leicester City,Everton,Jordan Pickford,ENG,23-330,90,0,1,0,,d4dec53e
ENG-Premier League,1718,2018-01-31 Everton-Leicester City,Leicester City,Kasper Schmeichel,DEN,31-087,90,3,2,1,33.3,d4dec53e
ENG-Premier League,1718,2018-01-31 Manchester City-West Brom,Manchester City,Ederson,BRA,24-167,90,1,0,1,100.0,c5500fbf
ENG-Premier League,1718,2018-01-31 Manchester City-West Brom,West Bromwich Albion,Ben Foster,ENG,34-303,90,10,3,7,70.0,c5500fbf
ENG-Premier League,1718,2018-01-31 Newcastle United-Burnley,Burnley,Nick Pope,ENG,25-287,90,2,1,2,50.0,e2a83944
ENG-Premier League,1718,2018-01-31 Newcastle United-Burnley,Newcastle United,Karl Darlow,WAL,27-115,90,3,1,2,66.7,e2a83944
ENG-Premier League,1718,2018-01-31 Southampton-Brighton,Brighton & Hove Albion,Mathew Ryan,AUS,25-298,90,3,1,2,66.7,02109db0
ENG-Premier League,1718,2018-01-31 Southampton-Brighton,Southampton,Alex McCarthy,ENG,28-059,90,1,1,1,100.0,02109db0
ENG-Premier League,1718,2018-01-31 Stoke City-Watford,Stoke City,Jack Butland,ENG,24-327,90,2,0,2,100.0,4f701c0f
ENG-Premier League,1718,2018-01-31 Stoke City-Watford,Watford,Orestis Karnezis,GRE,32-204,90,4,0,4,100.0,4f701c0f
ENG-Premier League,1718,2018-01-31 Tottenham Hotspur-Manchester Utd,Manchester United,David de Gea,ESP,27-085,90,7,2,5,71.4,e766e559
ENG-Premier League,1718,2018-01-31 Tottenham Hotspur-Manchester Utd,Tottenham Hotspur,Hugo Lloris,FRA,31-036,90,3,0,3,100.0,e766e559
ENG-Premier League,1718,2018-02-03 Arsenal-Everton,Arsenal,David Ospina,COL,29-156,21,1,0,1,100.0,ac69ef1b
ENG-Premier League,1718,2018-02-03 Arsenal-Everton,Arsenal,Petr Čech,CZE,35-259,69,1,1,0,0.0,ac69ef1b
ENG-Premier League,1718,2018-02-03 Arsenal-Everton,Everton,Jordan Pickford,ENG,23-333,90,7,5,2,28.6,ac69ef1b
ENG-Premier League,1718,2018-02-03 Bournemouth-Stoke City,Bournemouth,Asmir Begović,BIH,30-228,90,3,1,2,66.7,3ad5f648
ENG-Premier League,1718,2018-02-03 Bournemouth-Stoke City,Stoke City,Jack Butland,ENG,24-330,90,7,2,5,71.4,3ad5f648
ENG-Premier League,1718,2018-02-03 Brighton-West Ham United,Brighton & Hove Albion,Mathew Ryan,AUS,25-301,90,1,1,0,0.0,a424d390
ENG-Premier League,1718,2018-02-03 Brighton-West Ham United,West Ham United,Adrián,ESP,31-031,90,5,3,2,40.0,a424d390
ENG-Premier League,1718,2018-02-03 Burnley-Manchester City,Burnley,Nick Pope,ENG,25-290,90,7,1,6,85.7,a54e56e3
ENG-Premier League,1718,2018-02-03 Burnley-Manchester City,Manchester City,Ederson,BRA,24-170,90,3,1,2,66.7,a54e56e3
ENG-Premier League,1718,2018-02-03 Leicester City-Swansea City,Leicester City,Kasper Schmeichel,DEN,31-090,90,1,1,0,0.0,e85b8a76
ENG-Premier League,1718,2018-02-03 Leicester City-Swansea City,Swansea City,Łukasz Fabiański,POL,32-291,90,4,1,3,75.0,e85b8a76
ENG-Premier League,1718,2018-02-03 Manchester Utd-Huddersfield Town,Huddersfield Town,Jonas Lössl,DEN,29-002,90,5,2,4,60.0,a41f9ea1
ENG-Premier League,1718,2018-02-03 Manchester Utd-Huddersfield Town,Manchester United,David de Gea,ESP,27-088,90,0,0,0,,a41f9ea1
ENG-Premier League,1718,2018-02-03 West Brom-Southampton,Southampton,Alex McCarthy,ENG,28-062,90,3,2,1,33.3,398ae957
ENG-Premier League,1718,2018-02-03 West Brom-Southampton,West Bromwich Albion,Ben Foster,ENG,34-306,90,5,3,2,40.0,398ae957
ENG-Premier League,1718,2018-02-04 Crystal Palace-Newcastle United,Crystal Palace,Wayne Hennessey,WAL,31-011,90,8,1,7,87.5,8849f87b
ENG-Premier League,1718,2018-02-04 Crystal Palace-Newcastle United,Newcastle United,Karl Darlow,WAL,27-119,90,4,1,4,100.0,8849f87b
ENG-Premier League,1718,2018-02-04 Liverpool-Tottenham Hotspur,Liverpool,Loris Karius,GER,24-227,90,3,2,3,66.7,4825ca2d
ENG-Premier League,1718,2018-02-04 Liverpool-Tottenham Hotspur,Tottenham Hotspur,Hugo Lloris,FRA,31-040,90,3,2,1,33.3,4825ca2d
ENG-Premier League,1718,2018-02-05 Watford-Chelsea,Chelsea,Thibaut Courtois,BEL,25-270,90,7,4,4,57.1,92aff98f
ENG-Premier League,1718,2018-02-05 Watford-Chelsea,Watford,Orestis Karnezis,GRE,32-209,90,3,1,2,66.7,92aff98f
ENG-Premier League,1718,2018-02-10 Everton-Crystal Palace,Crystal Palace,Wayne Hennessey,WAL,31-017,90,5,3,2,40.0,15ad0bb7
ENG-Premier League,1718,2018-02-10 Everton-Crystal Palace,Everton,Jordan Pickford,ENG,23-340,90,3,1,3,100.0,15ad0bb7
ENG-Premier League,1718,2018-02-10 Manchester City-Leicester City,Leicester City,Kasper Schmeichel,DEN,31-097,90,10,5,5,50.0,f9585810
ENG-Premier League,1718,2018-02-10 Manchester City-Leicester City,Manchester City,Ederson,BRA,24-177,90,2,1,1,50.0,f9585810
ENG-Premier League,1718,2018-02-10 Stoke City-Brighton,Brighton & Hove Albion,Mathew Ryan,AUS,25-308,90,0,1,0,,f37354cd
ENG-Premier League,1718,2018-02-10 Stoke City-Brighton,Stoke City,Jack Butland,ENG,24-337,90,6,1,5,83.3,f37354cd
ENG-Premier League,1718,2018-02-10 Swansea City-Burnley,Burnley,Nick Pope,ENG,25-297,90,4,1,3,75.0,2fffd724
ENG-Premier League,1718,2018-02-10 Swansea City-Burnley,Swansea City,Łukasz Fabiański,POL,32-298,90,1,0,1,100.0,2fffd724
ENG-Premier League,1718,2018-02-10 Tottenham Hotspur-Arsenal,Arsenal,Petr Čech,CZE,35-266,90,7,1,6,85.7,9be2b4a6
ENG-Premier League,1718,2018-02-10 Tottenham Hotspur-Arsenal,Tottenham Hotspur,Hugo Lloris,FRA,31-046,90,1,0,1,100.0,9be2b4a6
ENG-Premier League,1718,2018-02-10 West Ham United-Watford,Watford,Orestis Karnezis,GRE,32-214,90,4,2,2,50.0,fd50c838
ENG-Premier League,1718,2018-02-10 West Ham United-Watford,West Ham United,Adrián,ESP,31-038,90,4,0,4,100.0,fd50c838
ENG-Premier League,1718,2018-02-11 Huddersfield Town-Bournemouth,Bournemouth,Asmir Begović,BIH,30-236,90,4,4,1,25.0,5406ef33
ENG-Premier League,1718,2018-02-11 Huddersfield Town-Bournemouth,Huddersfield Town,Jonas Lössl,DEN,29-010,90,2,1,1,50.0,5406ef33
ENG-Premier League,1718,2018-02-11 Newcastle United-Manchester Utd,Manchester United,David de Gea,ESP,27-096,90,3,1,2,66.7,a58f05b9
ENG-Premier League,1718,2018-02-11 Newcastle United-Manchester Utd,Newcastle United,Martin Dúbravka,SVK,29-027,90,3,0,3,100.0,a58f05b9
ENG-Premier League,1718,2018-02-11 Southampton-Liverpool,Liverpool,Loris Karius,GER,24-234,90,4,0,4,100.0,016d56ed
ENG-Premier League,1718,2018-02-11 Southampton-Liverpool,Southampton,Alex McCarthy,ENG,28-070,90,4,2,2,50.0,016d56ed
ENG-Premier League,1718,2018-02-12 Chelsea-West Brom,Chelsea,Thibaut Courtois,BEL,25-277,90,1,0,1,100.0,47b76f62
ENG-Premier League,1718,2018-02-12 Chelsea-West Brom,West Bromwich Albion,Ben Foster,ENG,34-315,90,8,3,5,62.5,47b76f62
ENG-Premier League,1718,2018-02-24 Bournemouth-Newcastle United,Bournemouth,Asmir Begović,BIH,30-249,90,4,2,2,50.0,c3df70b9
ENG-Premier League,1718,2018-02-24 Bournemouth-Newcastle United,Newcastle United,Martin Dúbravka,SVK,29-040,90,5,2,3,60.0,c3df70b9
ENG-Premier League,1718,2018-02-24 Brighton-Swansea City,Brighton & Hove Albion,Mathew Ryan,AUS,25-322,90,2,1,1,50.0,ecb61418
ENG-Premier League,1718,2018-02-24 Brighton-Swansea City,Swansea City,Łukasz Fabiański,POL,32-312,90,4,4,1,25.0,ecb61418
ENG-Premier League,1718,2018-02-24 Burnley-Southampton,Burnley,Nick Pope,ENG,25-311,90,5,1,4,80.0,e694462e
ENG-Premier League,1718,2018-02-24 Burnley-Southampton,Southampton,Alex McCarthy,ENG,28-083,90,3,1,2,66.7,e694462e
ENG-Premier League,1718,2018-02-24 Leicester City-Stoke City,Leicester City,Kasper Schmeichel,DEN,31-111,90,2,1,1,50.0,27ff97c5
ENG-Premier League,1718,2018-02-24 Leicester City-Stoke City,Stoke City,Jack Butland,ENG,24-351,90,10,1,9,90.0,27ff97c5
ENG-Premier League,1718,2018-02-24 Liverpool-West Ham United,Liverpool,Loris Karius,GER,24-247,90,4,1,3,75.0,c7b11325
ENG-Premier League,1718,2018-02-24 Liverpool-West Ham United,West Ham United,Adrián,ESP,31-052,90,12,4,8,66.7,c7b11325
ENG-Premier League,1718,2018-02-24 Watford-Everton,Everton,Jordan Pickford,ENG,23-354,90,5,1,4,80.0,9b5c3c10
ENG-Premier League,1718,2018-02-24 Watford-Everton,Watford,Orestis Karnezis,GRE,32-228,90,2,0,2,100.0,9b5c3c10
ENG-Premier League,1718,2018-02-24 West Brom-Huddersfield Town,Huddersfield Town,Jonas Lössl,DEN,29-023,90,3,1,2,66.7,6d26af49
ENG-Premier League,1718,2018-02-24 West Brom-Huddersfield Town,West Bromwich Albion,Ben Foster,ENG,34-327,90,7,2,5,71.4,6d26af49
ENG-Premier League,1718,2018-02-25 Crystal Palace-Tottenham Hotspur,Crystal Palace,Wayne Hennessey,WAL,31-032,90,5,1,4,80.0,61447e13
ENG-Premier League,1718,2018-02-25 Crystal Palace-Tottenham Hotspur,Tottenham Hotspur,Hugo Lloris,FRA,31-061,90,3,0,3,100.0,61447e13
ENG-Premier League,1718,2018-02-25 Manchester Utd-Chelsea,Chelsea,Thibaut Courtois,BEL,25-290,90,5,2,3,60.0,98517bf6
ENG-Premier League,1718,2018-02-25 Manchester Utd-Chelsea,Manchester United,David de Gea,ESP,27-110,90,7,1,6,85.7,98517bf6
ENG-Premier League,1718,2018-03-01 Arsenal-Manchester City,Arsenal,Petr Čech,CZE,35-285,90,5,3,2,40.0,7a4e4ce6
ENG-Premier League,1718,2018-03-01 Arsenal-Manchester City,Manchester City,Ederson,BRA,24-196,90,3,0,4,100.0,7a4e4ce6
ENG-Premier League,1718,2018-03-03 Burnley-Everton,Burnley,Nick Pope,ENG,25-318,90,4,1,3,75.0,347dfee2
ENG-Premier League,1718,2018-03-03 Burnley-Everton,Everton,Jordan Pickford,ENG,23-361,90,8,2,6,75.0,347dfee2
ENG-Premier League,1718,2018-03-03 Leicester City-Bournemouth,Bournemouth,Asmir Begović,BIH,30-256,90,4,1,3,75.0,586cc946
ENG-Premier League,1718,2018-03-03 Leicester City-Bournemouth,Leicester City,Kasper Schmeichel,DEN,31-118,90,2,1,2,100.0,586cc946
ENG-Premier League,1718,2018-03-03 Liverpool-Newcastle United,Liverpool,Loris Karius,GER,24-254,90,2,0,2,100.0,0280920f
ENG-Premier League,1718,2018-03-03 Liverpool-Newcastle United,Newcastle United,Martin Dúbravka,SVK,29-047,90,3,2,1,33.3,0280920f
ENG-Premier League,1718,2018-03-03 Southampton-Stoke City,Southampton,Alex McCarthy,ENG,28-090,90,3,0,3,100.0,a9bd2423
ENG-Premier League,1718,2018-03-03 Southampton-Stoke City,Stoke City,Jack Butland,ENG,24-358,90,6,0,6,100.0,a9bd2423
